OBJECTID,GLOBAL_ID,NAME,TYPE_CODE,CLASS,UPPER_DESC,UPPER_VAL,UPPER_UOM,UPPER_CODE,LOWER_DESC,LOWER_VAL,LOWER_UOM,LOWER_CODE,LEVEL_CODE,CITY,STATE,COUNTRY,CONT_AGENT,COMM_NAME,SECTOR,ONSHORE,EXCLUSION,TIMESOFUSE,GMTOFFSET,DST_CODE,REMARKS,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC,Shape__Area,Shape__Length
919,CC27D0C1-1017-4292-80F7-3D6B0491F05E,PRUITT A MOA,MOA,,TI,6000,FT,MSL,,500,FT,SFC,L,,IL,UNITED STATES,"FAA, KANSAS CITY ARTCC",,,1,0,"0900 - 1200, 1300 - 1600, SUN - SAT; OTHER TIMES BY NOTAM",-6,1,,0,0,1,0,0,0,0.349240603268527,3.11439376711023
920,2609583B-0FED-4523-BE35-800C26D5E49F,PRUITT A MOA,MOA,,TI,6000,FT,MSL,ANI,1500,FT,SFC,L,,IL,UNITED STATES,"FAA, KANSAS CITY ARTCC",,EXCLUSION1 EXCLUDES 1500 FT AND BELOW,1,1,"0900 - 1200, 1300 - 1600, SUN - SAT; OTHER TIMES BY NOTAM",-6,1,EXCLUDES 1500 FT AND BELOW,0,0,1,0,0,0,0.0101731032759744,0.362004344696681
921,D16E5427-9261-4CFB-9AEA-0003043B872B,PRUITT A MOA,MOA,,TI,6000,FT,MSL,ANI,1500,FT,SFC,L,,IL,UNITED STATES,"FAA, KANSAS CITY ARTCC",,EXCLUSION2 EXCLUDES 1500 FT AND BELOW,1,1,"0900 - 1200, 1300 - 1600, SUN - SAT; OTHER TIMES BY NOTAM",-6,1,EXCLUDES 1500 FT AND BELOW,0,0,1,0,0,0,0.0102431397231157,0.363495034443092
922,AAE4937C-8EAC-4DA6-8920-9A1CA08D7F4A,PRUITT A MOA,MOA,,TI,6000,FT,MSL,ANI,1500,FT,SFC,L,,IL,UNITED STATES,"FAA, KANSAS CITY ARTCC",,EXCLUSION3 EXCLUDES 1500 FT AND BELOW,1,1,"0900 - 1200, 1300 - 1600, SUN - SAT; OTHER TIMES BY NOTAM",-6,1,EXCLUDES 1500 FT AND BELOW,0,0,1,0,0,0,0.00469013086603809,0.305664648105773
923,14385632-4779-4B49-9DD3-AD4D0CB480A3,SHOSHONE MOA,MOA,,TNI,180,FL,STD,,200,FT,SFC,L,,CA,UNITED STATES,"FAA, LOS ANGELES ARTCC",,,1,0,"0600 - 2200, MON - FRI; OTHER TIMES BY NOTAM",-8,1,,0,0,1,0,0,0,0.307580902663176,3.19382762144616
924,36BD92BC-51EA-493C-8553-4383F05237DB,SHOSHONE MOA,MOA,,TNI,18000,FT,MSL,ANI,1500,FT,SFC,L,,CA,UNITED STATES,"FAA, LOS ANGELES ARTCC",,EXCLUSION1 EXCLUDES 1500 FT AGL AND BELOW,1,1,"0600 - 2200, MON - FRI; OTHER TIMES BY NOTAM",-8,1,EXCLUDES 1500 FT AGL AND BELOW,0,0,1,0,0,0,0.0096876163406705,0.351736307000873
925,375DBC83-6ACF-46EF-836C-F534351E0FEF,SHOSHONE MOA,MOA,,TNI,18000,FT,MSL,ANI,3000,FT,SFC,L,,CA,UNITED STATES,"FAA, LOS ANGELES ARTCC",,EXCLUSION2 EXCLUDES 3000 FT AGL AND BELOW,1,1,"0600 - 2200, MON - FRI; OTHER TIMES BY NOTAM",-8,1,EXCLUDES 3000 FT AGL AND BELOW,0,0,1,0,0,0,0.0923693289350922,2.40751889621756
926,DC180074-E3CD-4A5C-A070-5D0819F378E8,SMITTY MOA,MOA,,TNI,13500,FT,MSL,,500,FT,SFC,L,,NM,UNITED STATES,"FAA, ALBUQUERQUE ARTCC",,,1,0,"0800 - 2200, DAILY; OTHER TIMES BY NOTAM",-7,1,,0,0,1,0,0,0,0.586818195027718,3.56593126180432
927,16369DCF-10AC-4A2B-92A0-BAA3FCA1D8C5,SMITTY MOA,MOA,,TNI,13500,FT,MSL,,1600,FT,SFC,L,,NM,UNITED STATES,"FAA, ALBUQUERQUE ARTCC",,EXCLUSION1 EXCLUDES BELOW 1600 FT AGL,1,1,"0800 - 2200, DAILY; OTHER TIMES BY NOTAM",-7,1,EXCLUDES BELOW 1600 FT AGL,0,0,1,0,0,0,0.294350733161082,2.16803289012281
928,4391ECC9-ABAA-4C84-9CC2-72113A5D90B5,SMITTY MOA,MOA,,TNI,13500,FT,MSL,ANI,2000,FT,SFC,L,,NM,UNITED STATES,"FAA, ALBUQUERQUE ARTCC",,EXCLUSION2 EXCLUDES AT AND BELOW 2000 FT AGL,1,1,"0800 - 2200, DAILY; OTHER TIMES BY NOTAM",-7,1,EXCLUDES AT AND BELOW 2000 FT AGL,0,0,1,0,0,0,0.00712688563271513,0.347333270939875
929,B1BB74F2-1A97-4493-B3BF-EBB58E42D711,SMITTY MOA,MOA,,TNI,13500,FT,MSL,,2000,FT,SFC,L,,NM,UNITED STATES,"FAA, ALBUQUERQUE ARTCC",,EXCLUSION3 EXCLUDES BELOW 200 FT AGL,1,1,"0800 - 2200, DAILY; OTHER TIMES BY NOTAM",-7,1,EXCLUDES BELOW 2000 FT AGL,0,0,1,0,0,0,0.000656181711974568,0.127529597216977
930,8B92C17D-3C46-4154-A97A-CEC9B7406632,SNAKE LOW MOA,MOA,,TNI,6000,FT,MSL,,3000,FT,MSL,L,,MS,UNITED STATES,HOUSTON ARTCC,,,1,0,"INTERMITTENT, SUNRISE - SUNSET; OTHER TIMES BY NOTAM",-6,1,,0,0,1,0,0,0,0.339339049881801,2.89092751606364
931,5321EC5D-075F-4284-957F-B0F6BB924C10,SNAKE MOA,MOA,,TNI,180,FL,STD,,6000,FT,MSL,L,,MS,UNITED STATES,HOUSTON ARTCC,,,1,0,"INTERMITTENT, SUNRISE - SUNSET; OTHER TIMES BY NOTAM",-6,1,,0,0,1,0,0,0,0.339339049881801,2.89092751606364
932,CD5BAC9F-7033-4507-90CA-D67C0DFBA144,SALINAS 1 MOA,MOA,,TNI,3000,FT,MSL,,500,FT,SFC,L,,PR,UNITED STATES,"FAA, SAN JUAN CERAP",,EXCLUSION2 EXCLUDES R-7103B,1,1,"INTERMITTENT, 0700 - 2200, DAILY",-4,0,EXCLUDES R-7103B,0,0,0,0,0,0,0.00145165704361716,0.213103170911396
933,8B39A7CE-3F81-4F24-8A2D-DACB27F67399,SALINAS 1 MOA,MOA,,TI,15000,FT,MSL,ANI,12000,FT,MSL,L,,PR,UNITED STATES,"FAA, SAN JUAN CERAP",,EXCLUSION3 EXCLUDES R-7103B,1,1,"INTERMITTENT, 0700 - 2200, DAILY",-4,0,EXCLUDES R-7103B,0,0,0,0,0,0,0.00145165704361716,0.213103170911396
934,C8FF17F6-CF1F-498C-ABC3-6EF4F29F9294,SALINAS 1 MOA,MOA,,TNI,2000,FT,MSL,,500,FT,SFC,L,,PR,UNITED STATES,"FAA, SAN JUAN CERAP",,EXCLUSION4 EXCLUDES R-7103C,1,1,"INTERMITTENT, 0700 - 2200, DAILY",-4,0,EXCLUDES R-7103C,0,0,0,0,0,0,0.000335368037553962,0.0875527859379111
935,A3F0D14C-7942-4891-AF06-CD1BD334F2A2,SALINAS 1 MOA,MOA,,TI,15000,FT,MSL,ANI,12000,FT,MSL,L,,PR,UNITED STATES,"FAA, SAN JUAN CERAP",,EXCLUSION5 EXCLUDES R-7103C,1,1,"INTERMITTENT, 0700 - 2200, DAILY",-4,0,EXCLUDES R-7103C,0,0,0,0,0,0,0.000335368037553962,0.0875527859379111
936,5BF72893-FAD3-4A73-BFE8-DD082AD1A88B,SELLS 1 MOA,MOA,,TNI,180,FL,STD,,10000,FT,MSL,L,,AZ,UNITED STATES,"FAA, ALBUQUERQUE ARTCC",,,1,0,"0600 - 1900, MON - FRI; O/T BY NOTAM",-7,0,,0,0,1,0,1,0,1.20378375753921,4.69060054021806
937,3B4A917A-A3D5-49AC-8A14-8E8E4A63FBB9,SELLS 1 MOA,MOA,,,0,FT,SFC,,0,FT,SFC,L,,AZ,UNITED STATES,"FAA, ALBUQUERQUE ARTCC",,EXCLUSION1 EXCLUDES R-2304,1,1,"0600 - 1900, MON - FRI; O/T BY NOTAM",-7,0,EXCLUDES R-2304,0,0,1,0,1,0,0.113611111412638,1.39323713892808
938,3287FBAF-4F14-4B3B-8098-C2968B10F8D8,SELLS 1 MOA,MOA,,,0,FT,SFC,,0,FT,SFC,L,,AZ,UNITED STATES,"FAA, ALBUQUERQUE ARTCC",,EXCLUSION2 EXCLUDES R-2305,1,1,"0600 - 1900, MON - FRI; O/T BY NOTAM",-7,0,EXCLUDES R-2305,0,0,1,0,1,0,0.061625964656514,1.05370464808214
939,E0B1E4C7-EE42-4AEC-ACE3-6307EAB0C23F,SNOOPY EAST MOA,MOA,,TNI,180,FL,STD,,300,FT,SFC,L,,MN,UNITED STATES,"FAA, MINNEAPOLIS ARTCC",,,1,0,"INTERMITTENT BY NOTAM, 0800 - 2200, MON - SAT",-6,1,,0,0,1,0,0,0,0.372003518373276,3.65424907589939
940,2951D42B-611B-45CB-A4F1-DF280BB32CFE,SNOOPY EAST MOA,MOA,,TNI,18000,FT,MSL,,6000,FT,MSL,L,,MN,UNITED STATES,"FAA, MINNEAPOLIS ARTCC",,EXCLUSION1 EXCLUDES BELOW 6000 FT MSL,1,1,"INTERMITTENT BY NOTAM, 0800 - 2200, MON - SAT",-6,1,EXCLUDES BELOW 6000 FT MSL,0,0,1,0,0,0,0.0620126764652014,1.82258895588628
941,1C2CCA27-BE12-4931-847E-D5877226EEF7,STONY A MOA,MOA,,TNI,180,FL,STD,,100,FT,SFC,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,1,0,"0800 - 1800, MON - FRI; OTHER TIMES BY NOTAM BETWEEN 0700 - 0000",-9,1,,1,0,0,0,0,0,2.35801615828859,8.32900701838477
942,D39D0947-8FA5-4A4B-9C5D-C07D31007382,STONY A MOA,MOA,,TNI,18000,FT,MSL,ANI,1500,FT,SFC,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,EXCLUSION1 EXCLUDES 1500 FT AND BELOW,1,1,"0800 - 1800, MON - FRI; OTHER TIMES BY NOTAM BETWEEN 0700 - 0000",-9,1,EXCLUDES 1500 FT AND BELOW,1,0,0,0,0,0,0.00362352893171192,0.312833802740321
943,372DC82C-98C6-4952-9DBD-962D6E452658,SUNDANCE MOA,MOA,,TI,10000,FT,MSL,,500,FT,SFC,L,,CA,UNITED STATES,"FAA, LOS ANGELES ARTCC",,,1,0,INTERMITTENT BY NOTAM,-8,1,,0,0,1,0,0,0,0.0159266427663169,0.887300876521377
944,26187BFF-995E-40A3-AE32-C76F567042DC,SUNDANCE MOA,MOA,,TI,10000,FT,MSL,ANI,1500,FT,SFC,L,,CA,UNITED STATES,"FAA, LOS ANGELES ARTCC",,EXCLUSION1 EXCLUDES SFC TO 1500 FT AGL,1,1,INTERMITTENT BY NOTAM,-8,1,EXCLUDES SFC TO 1500 FT AGL,0,0,1,0,0,0,0.000948357208926609,0.12038245263034
945,91A4566E-43FB-4877-A1A7-B0C1828E846C,SUSITNA MOA,MOA,,TNI,180,FL,STD,,10000,FT,MSL,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,1,0,"INTERMITTENT, 0800 - 1800, MON - FRI;  O/T BY NOTAM BETWEEN 0700 - 0000",-9,1,,1,0,0,0,0,0,1.49510095267124,5.52812630313606
946,1EBE27BD-D611-4C9E-8021-22222EEBFE7B,TIGER NORTH MOA,MOA,,TNI,180,FL,STD,,300,FT,SFC,L,,ND,UNITED STATES,"FAA, MINNEAPOLIS ARTCC",,,1,0,INTERMITTENT BY NOTAM,-6,1,,0,0,1,0,0,0,0.882245371167755,4.96666640197095
947,27E1BECF-5DE9-4F17-B5C9-988940C94B01,TIGER NORTH MOA,MOA,,TNI,18000,FT,MSL,ANI,1500,FT,SFC,L,,ND,UNITED STATES,"FAA, MINNEAPOLIS ARTCC",,EXCLUSION1 EXCLUDES AT AND BELOW 1500 FT AGL,1,1,INTERMITTENT BY NOTAM,-6,1,EXCLUDES AT AND BELOW 1500 FT AGL,0,0,1,0,0,0,0.0118365970247396,0.39797298270455
948,3D4ECB7A-6956-4D75-9732-B7084D42D532,TIGER NORTH MOA,MOA,,TNI,18000,FT,MSL,ANI,1500,FT,SFC,L,,ND,UNITED STATES,"FAA, MINNEAPOLIS ARTCC",,EXCLUSION2 EXCLUDES AT AND BELOW 1500 FT AGL,1,1,INTERMITTENT BY NOTAM,-6,1,EXCLUDES AT AND BELOW 1500 FT AGL,0,0,1,0,0,0,0.0118871255872364,0.399082188134884
949,62B277B6-FEF4-4F3C-A18A-35B1269818BF,TIGER NORTH MOA,MOA,,TNI,18000,FT,MSL,ANI,1500,FT,SFC,L,,ND,UNITED STATES,"FAA, MINNEAPOLIS ARTCC",,EXCLUSION3 EXCLUDES AT AND BELOW 1500 FT AGL,1,1,INTERMITTENT BY NOTAM,-6,1,EXCLUDES AT AND BELOW 1500 FT AGL,0,0,1,0,0,0,0.0118576040595144,0.398434021972104
950,14E52858-2EF9-4958-9BAF-2E111DA0470A,TIGER NORTH MOA,MOA,,TNI,18000,FT,MSL,,3000,FT,SFC,L,,ND,UNITED STATES,"FAA, MINNEAPOLIS ARTCC",,EXCLUSION4 EXCLUDES BELOW 3000 FT AGL,1,1,INTERMITTENT BY NOTAM,-6,1,EXCLUDES BELOW 3000 FT AGL,0,0,1,0,0,0,0.0471990738951718,1.29944444399996
951,679AA537-936F-440F-BAD7-2E2B53E7770E,WARRIOR 1 HIGH MOA,MOA,,TNI,180,FL,STD,,10000,FT,MSL,L,,LA,UNITED STATES,"FAA, HOUSTON ARTCC",,,1,0,"0700 - 2200, MON - FRI; OTHER TIMES BY NOTAM",-6,1,"EXCLUDES R-3803A, R-3803C, R-3803D, AND R-3804A WHEN ACTIVE",0,0,1,0,0,0,0.512218518162399,3.74607966475502
952,3885102D-509C-4127-BB60-325F07263A8E,WARRIOR 1 LOW MOA,MOA,,TNI,10000,FT,MSL,,100,FT,SFC,L,,LA,UNITED STATES,"FAA, HOUSTON ARTCC",,,1,0,"0700 - 2200, MON - FRI; OTHER TIMES BY NOTAM",-6,1,"EXCLUDES R-3803A, R-3803C, R-3803D, R-3804A, AND R-3404B WHEN ACTIVE",0,0,1,0,0,0,0.503401149228921,3.75190484670542
953,AEFEC7DC-CCB4-4FEB-8FEC-9015D471E974,WARRIOR 1 LOW MOA,MOA,,TNI,10000,FT,MSL,,100,FT,SFC,L,,LA,UNITED STATES,"FAA, HOUSTON ARTCC",,,1,0,"0700 - 2200, MON - FRI; OTHER TIMES BY NOTAM",-6,1,"EXCLUDES R-3803A, R-3803C, R-3803D, R-3804A, AND R-3404B WHEN ACTIVE",0,0,0,0,0,0,0.000380888378231248,0.104170084197554
954,482C797A-B160-4ED5-8D17-1B0F082A4471,WARRIOR 1 LOW MOA,MOA,,TNI,10000,FT,MSL,ANI,1500,FT,SFC,L,,LA,UNITED STATES,"FAA, HOUSTON ARTCC",,,1,1,"0700 - 2200, MON - FRI; OTHER TIMES BY NOTAM",-6,1,EXCLUDES AT AND BELOW 1500 FT AGL,0,0,1,0,0,0,0.00843648055433732,0.333138675669954
955,3A46979E-DD08-4A83-BB99-47339CEC3ADF,WARRIOR 1 LOW MOA,MOA,,TNI,10000,FT,MSL,ANI,1500,FT,SFC,L,,LA,UNITED STATES,"FAA, HOUSTON ARTCC",,,1,1,"0700 - 2200, MON - FRI; OTHER TIMES BY NOTAM",-6,1,EXCLUDES AT AND BELOW 1500 FT AGL,0,0,1,0,0,0,0.00917472508081119,0.340999464996965
956,97A029DD-1D61-4983-9264-6E628638747E,WARRIOR 2 LOW MOA,MOA,,TNI,10000,FT,MSL,,100,FT,SFC,L,,LA,UNITED STATES,"FAA, HOUSTON ARTCC",,,1,0,"0700 - 2200, MON - FRI; OTHER TIMES BY NOTAM",-6,1,,0,0,1,0,0,0,0.301326543386267,3.49899415044017
957,4501786D-CDB9-4FC0-9E9F-014CACA45DBD,WARRIOR 2 LOW MOA,MOA,,TNI,10000,FT,MSL,ANI,1500,FT,SFC,L,,LA,UNITED STATES,"FAA, HOUSTON ARTCC",,,1,1,"0700 - 2200, MON - FRI; OTHER TIMES BY NOTAM",-6,1,EXCLUDES AT AND BELOW 1500 FT AGL,0,0,1,0,0,0,0.00342235304538008,0.241821546624332
958,39CBD4E1-5658-49FB-9E8C-7C59962AFF06,WARRIOR 2 LOW MOA,MOA,,TNI,10000,FT,MSL,ANI,1500,FT,SFC,L,,LA,UNITED STATES,"FAA, HOUSTON ARTCC",,,1,1,"0700 - 2200, MON - FRI; OTHER TIMES BY NOTAM",-6,1,EXCLUDES AT AND BELOW 1500 FT AGL,0,0,1,0,0,0,0.00912631287542354,0.34021423443138
959,2BBFBE93-6F7A-49FE-89DF-C685B5499CA4,WARRIOR 2 LOW MOA,MOA,,TNI,10000,FT,MSL,ANI,1500,FT,SFC,L,,LA,UNITED STATES,"FAA, HOUSTON ARTCC",,,1,1,"0700 - 2200, MON - FRI; OTHER TIMES BY NOTAM",-6,1,EXCLUDES AT AND BELOW 1500 FT AGL,0,0,1,0,0,0,0.0091430441545981,0.340342620074914
960,B449EF50-CA32-4D46-BB08-ADF932F4E844,WARRIOR 3 LOW MOA,MOA,,TNI,10000,FT,MSL,,100,FT,SFC,L,,LA,UNITED STATES,"FAA, HOUSTON ARTCC",,,1,0,"0700 - 2200, MON - FRI; OTHER TIMES BY NOTAM",-6,1,,0,0,1,0,0,0,0.300229284329816,3.34421364100419
961,3A734B39-35CA-4F8A-9F95-9FE89DED92FC,WARRIOR 3 LOW MOA,MOA,,TNI,10000,FT,MSL,ANI,1500,FT,SFC,L,,LA,UNITED STATES,"FAA, HOUSTON ARTCC",,,1,1,"0700 - 2200, MON - FRI; OTHER TIMES BY NOTAM",-6,1,EXCLUDES AT AND BELOW 1500 FT AGL,0,0,1,0,0,0,0.00571312423016934,0.322803283690828
962,4CF8F734-9C30-4D45-A6B4-132707750AE1,WARRIOR 3 LOW MOA,MOA,,TNI,10000,FT,MSL,ANI,1500,FT,SFC,L,,LA,UNITED STATES,"FAA, HOUSTON ARTCC",,,1,1,"0700 - 2200, MON - FRI; OTHER TIMES BY NOTAM",-6,1,EXCLUDES AT AND BELOW 1500 FT AGL,0,0,0,0,0,0,0.000695673028985766,0.154879983235168
963,65AA55DD-7B4B-4CFA-9A38-2536F485CC37,YUKON 1 MOA,MOA,,TNI,180,FL,STD,,100,FT,SFC,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,1,0,"0800 - 1800, MON - FRI; OTHER TIMES BY NOTAM BETWEEN 0700 - 0000; %PENDING SPECIAL USE AIRSPACE INFORMATION SERVICE AVAILABILITY",-9,1,"EXCLUDES R-2205B, C, D, E, G, J AND K WHEN ACTIVE. SUAIS INCLUDING VHF TRANSMITTER/RECEIVER, RECORDING, & TELEPHONE CAPABILITY MUST BE OPERATIONAL DURING ACTIVATION. ANY OPERATION DURING REDUCED CAPAB",1,0,0,0,0,0,2.27076612518795,10.7826819024091
964,391182AE-3F20-49A0-B645-20016054A66B,TRUMAN C MOA,MOA,,TNI,180,FL,STD,,500,FT,SFC,L,,MO,UNITED STATES,"FAA, KANSAS CITY ARTCC",,,1,0,"0600 - 2400, DAILY; OTHER TIMES BY NOTAM",-6,1,,0,0,1,0,0,0,0.214768518487062,1.99677776522562
965,D6C3EE8B-D6A2-4A4B-BE42-FA0D2B3FDADC,TRUMAN C MOA,MOA,,TNI,18000,FT,MSL,,1500,FT,SFC,L,,MO,UNITED STATES,"FAA, KANSAS CITY ARTCC",,EXCLUSION1 EXCLUDES BELOW 1500 FT AGL,1,1,"0600 - 2400, DAILY; OTHER TIMES BY NOTAM",-6,1,EXCLUDES BELOW 1500 FT AGL,0,0,1,0,0,0,0.00997837263275869,0.357871846487272
966,3B2BEA55-2EC6-4B97-A66D-CF8FFF4661A4,TYNDALL E MOA,MOA,,TNI,180,FL,STD,,300,FT,SFC,L,,FL,UNITED STATES,TYNDALL RADAR APPROACH CONTROL,,,1,0,"INTERMITTENT, SUNRISE - SUNSET, MON - FRI; OTHER TIMES BY NOTAM",,,,0,0,1,0,0,0,0.271926529736902,2.34468653086766
967,6CAA9A83-EFC1-45FC-A471-CE67B9C07BC8,TYNDALL E MOA,MOA,,TNI,18000,FT,MSL,ANI,1500,FT,SFC,L,,FL,UNITED STATES,TYNDALL RADAR APPROACH CONTROL,,EXCLUSION1 EXCLUDES 1500 FT AND BELOW,1,1,"INTERMITTENT, SUNRISE - SUNSET, MON - FRI; OTHER TIMES BY NOTAM",-5,1,EXCLUDES 1500 FT AGL AND BELOW,0,0,1,0,0,0,0.00687809097075842,0.314836397237346
968,908DE441-306F-4259-A243-7B51C89316C2,TYNDALL E MOA,MOA,,TNI,18000,FT,MSL,ANI,1500,FT,SFC,L,,FL,UNITED STATES,TYNDALL RADAR APPROACH CONTROL,,EXCLUSION2 EXCLUDES 1500 FT AND BELOW,1,1,"INTERMITTENT, SUNRISE - SUNSET, MON - FRI; OTHER TIMES BY NOTAM",-5,1,EXCLUDES 1500 FT AGL  AND BELOW,0,0,1,0,0,0,0.00726306158094303,0.320230716197916
969,88619870-DE88-4D45-A6DD-3DCB78ADAD3C,TYNDALL G MOA,MOA,,TNI,180,FL,STD,,1000,FT,SFC,L,,FL,UNITED STATES,TYNDALL RADAR APPROACH CONTROL,,,1,0,"INTERMITTENT, SUNRISE - SUNSET, MON - FRI; OTHER TIMES BY NOTAM",-5,1,,0,0,1,0,0,0,0.0594969500787101,1.81627101175976
970,9C2B9A5A-31CA-4001-BF64-FAE470071929,TYNDALL G MOA,MOA,,TNI,18000,FT,MSL,ANI,1500,FT,SFC,L,,FL,UNITED STATES,TYNDALL RADAR APPROACH CONTROL,,EXCLUSION1 EXCLUDES 1500 FT AGL AND BELOW,1,1,"INTERMITTENT, SUNRISE - SUNSET, MON - FRI; OTHER TIMES BY NOTAM",-5,1,EXCLUDES 1500 FT AGL AND BELOW,0,0,1,0,0,0,0.00891663507991325,0.337110851759911
971,EE805E7A-FD43-46C8-AA48-C0D2286E2CD6,TYNDALL G MOA,MOA,,TNI,18000,FT,MSL,ANI,1500,FT,SFC,L,,FL,UNITED STATES,TYNDALL RADAR APPROACH CONTROL,,EXCLUSION2 EXCLUDES 1500 FT AGL AND BELOW,1,1,"INTERMITTENT, SUNRISE - SUNSET, MON - FRI; OTHER TIMES BY NOTAM",-5,1,EXCLUDES 1500 FT AGL AND BELOW,0,0,0,0,0,0,0.00178533823464022,0.211157072217597
972,1748E625-398C-4160-A220-1A728826603C,VIPER A MOA,MOA,,TNI,10000,FT,MSL,,500,FT,SFC,L,,AK,UNITED STATES,"FAA, FAIRBANKS ATCT",,,1,0,"INTERMITTENT, 0700 - 0000, MON - FRI; %PENDING SPECIAL USE AIRSPACE INFORMATION SERVICE AVAILABILITY",-9,1,"EXCLUDES R-2205A, R-2205B, AND R-2205D WHEN ACTIVE. SUAIS INCLUDING VHF TRANSMITTER/RECEIVER, RECORDING, AND TELEPHONE CAPABILITY MUST BE OPERATIONAL DURING ACTIVATION. ANY OPERATION DURING REDUCED CA",1,0,0,0,0,0,0.0347050038135421,1.34416540732206
973,5F50D061-E306-4D54-985F-C2580CD821FD,VIPER A MOA,MOA,,TI,10000,FT,MSL,ANI,5000,FT,MSL,L,,AK,UNITED STATES,"FAA, FAIRBANKS ATCT",,EXCLUSION1 EXCLUDES SFC TO 5000 FT MSL,1,1,"INTERMITTENT, 0700 - 0000, MON - FRI; %PENDING SPECIAL USE AIRSPACE INFORMATION SERVICE AVAILABILITY",-9,1,EXCLUDES SFC TO 5000 FT MSL,1,0,0,0,0,0,0.00353009261198167,0.262895007068412
974,DD00E949-0BF9-40EF-A0D2-B35E4EDDFBA6,VIPER A MOA,MOA,,TI,10000,FT,MSL,ANI,3000,FT,MSL,L,,AK,UNITED STATES,"FAA, FAIRBANKS ATCT",,EXCLUSION2 EXCLUDES EIELSON AFB CLASS D,1,1,"INTERMITTENT, 0700 - 0000, MON - FRI; %PENDING SPECIAL USE AIRSPACE INFORMATION SERVICE AVAILABILITY",-9,1,EXCLUDES EIELSON AFB CLASS D,1,0,0,0,0,0,0.0295327672811254,0.674547371111202
975,0AB1C828-5207-45B3-9EC1-C1DE386ACC30,YUKON 1 MOA,MOA,,TNI,18000,FT,MSL,ANI,5000,FT,MSL,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,EXCLUSION1 EXCLUDES SFC TO 5000 FT MSL,1,1,"0800 - 1800, MON - FRI; OTHER TIMES BY NOTAM BETWEEN 0700 - 0000; %PENDING SPECIAL USE AIRSPACE INFORMATION SERVICE AVAILABILITY",-9,1,EXCLUDES SFC TO 5000 FT MSL,1,0,0,0,0,0,0.0125391205010601,0.465010779517653
976,5C386A8F-8A16-44C1-B67D-0495AD876230,YUKON 1 MOA,MOA,,TNI,18000,FT,MSL,ANI,1500,FT,SFC,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,EXCLUSION2 EXCLUDES SFC TO 1500 FT AGL MAY 1 - SEP 30,1,1,"0800 - 1800, MON - FRI; OTHER TIMES BY NOTAM BETWEEN 0700 - 0000; %PENDING SPECIAL USE AIRSPACE INFORMATION SERVICE AVAILABILITY",-9,1,EXCLUDES SFC TO 1500 FT AGL MAY 1 - SEP 30,1,0,0,0,0,0,0.0659652776002986,1.25477510596183
977,677F5E5D-1173-4FE2-8FB4-C8DB03E288CA,YUKON 1 MOA,MOA,,TNI,18000,FT,MSL,ANI,2000,FT,SFC,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,EXCLUSION3 EXCLUDES SFC TO 2000 FT AGL APR 15 - SEP 15,1,1,"0800 - 1800, MON - FRI; OTHER TIMES BY NOTAM BETWEEN 0700 - 0000; %PENDING SPECIAL USE AIRSPACE INFORMATION SERVICE AVAILABILITY",-9,1,EXCLUDES SFC TO 2000 FT AGL APR 15 - SEP 15,1,0,0,0,0,0,0.06647453813639,1.55173859481156
978,6B657BEE-A979-45C9-B9A7-C3B388581877,YUKON 2 MOA,MOA,,TNI,180,FL,STD,,100,FT,SFC,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,1,0,"0800 - 1800, MON - FRI; OTHER TIMES BY NOTAM BETWEEN 0700 - 0000; %PENDING SPECIAL USE AIRSPACE INFORMATION SERVICE AVAILABILITY",-9,1,,1,0,0,0,0,0,3.28030555692567,9.00324781075904
979,AC0030FF-FD43-483A-9786-64DA8C0F241B,YUKON 2 MOA,MOA,,TNI,18000,FT,MSL,ANI,1500,FT,SFC,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,EXCLUSION1 EXCLUDES AT OR BELOW 1500 FT AGL,1,1,"0800 - 1800, MON - FRI; OTHER TIMES BY NOTAM BETWEEN 0700 - 0000; %PENDING SPECIAL USE AIRSPACE INFORMATION SERVICE AVAILABILITY",-9,1,EXCLUDES AT OR BELOW 1500 FT AGL,1,0,0,0,0,0,0.0186506580466812,0.553464149116
980,C760B8A6-8B18-43F6-97C7-5487291B8C12,YUKON 2 MOA,MOA,,TNI,18000,FT,MSL,ANI,1500,FT,SFC,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,EXCLUSION2 EXCLUDES AT OR BELOW 1500 FT AGL,1,1,"0800 - 1800, MON - FRI; OTHER TIMES BY NOTAM BETWEEN 0700 - 0000; %PENDING SPECIAL USE AIRSPACE INFORMATION SERVICE AVAILABILITY",-9,1,EXCLUDES AT OR BELOW 1500 FT AGL,1,0,0,0,0,0,0.0190226722907028,0.562204443201534
